StudyStartDate;StudyEndDate;FirstAuthor;DOI;AdditionalDetails;City;Country;GeographicalRegion;methods;platform;StringencyIndex;NO2_prcnt_change;NO2_prcnt_change_er;NO2_ugm3_Reference_avg;NO2_ugm3_Reference_sd;NO2_ugm3_Lockdown_avg;NO2_ugm3_Lockdown_sd;NOX_prcnt_change;NOX_prcnt_change_er;NOX_ugm3_Reference_avg;NOX_ugm3_Reference_sd;NOX_ugm3_Lockdown_avg;NOX_ugm3_Lockdown_sd;CO_prcnt_change;CO_prcnt_change_er;CO_mgm3_Reference_avg;CO_mgm3_Reference_sd;CO_mgm3_Lockdown_avg;CO_mgm3_Lockdown_sd;PM25_prcnt_change;PM25_prcnt_change_er;PM25_ugm3_Reference_avg;PM25_ugm3_Reference_sd;PM25_ugm3_Lockdown_avg;PM25_ugm3_Lockdown_sd;PM10_prcnt_change;PM10_prcnt_change_er;PM10_ugm3_Reference_avg;PM10_ugm3_Reference_sd;PM10_ugm3_Lockdown_avg;PM10_ugm3_Lockdown_sd;O3_prcnt_change;O3_prcnt_change_er;O3_ugm3_Reference_avg;O3_ugm3_Reference_sd;O3_ugm3_Lockdown_avg;O3_ugm3_Lockdown_sd;SO2_prcnt_change;SO2_prcnt_change_er;SO2_ugm3_Reference_avg;SO2_ugm3_Reference_sd;SO2_ugm3_Lockdown_avg;SO2_ugm3_Lockdown_sd;NH3_prcnt_change;NH3_prcnt_change_er;NH3_ugm3_Reference_avg;NH3_ugm3_Reference_sd;NH3_ugm3_Lockdown_avg;NH3_ugm3_Lockdown_sd;NMVOCS_prcnt_change;NMVOCS_prcnt_change_er;NMVOCS_ugm3_Reference_avg;NMVOCS_ugm3_Reference_sd;NMVOCS_ugm3_Lockdown_avg;NMVOCS_ugm3_Lockdown_sd;AOD_prcnt_change;AOD_prcnt_change_er;AOD_Reference_avg;AOD_Reference_sd;AOD_Lockdown_avg;AOD_Lockdown_sd;BC_prcnt_change;BC_prcnt_change_er;BC_ugm3_Reference_avg;BC_ugm3_Reference_sd;BC_ugm3_Lockdown_avg;BC_ugm3_Lockdown_sd;AQI_prcnt_change;AQI_prcnt_change_er;AQI_Reference_avg;AQI_Reference_sd;AQI_Lockdown_avg;AQI_Lockdown_sd;BCFF_prcnt_change;BCFF_prcnt_change_er;BCFF_ugm3_Reference_avg;BCFF_ugm3_Reference_sd;BCFF_ugm3_Lockdown_avg;BCFF_ugm3_Lockdown_sd;BCWB_prcnt_change;BCWB_prcnt_change_er;BCWB_ugm3_Reference_avg;BCWB_ugm3_Reference_sd;BCWB_ugm3_Lockdown_avg;BCWB_ugm3_Lockdown_sd;NO3_prcnt_change;NO3_prcnt_change_er;NO3_ugm3_Reference_avg;NO3_ugm3_Reference_sd;NO3_ugm3_Lockdown_avg;NO3_ugm3_Lockdown_sd;SO4_prcnt_change;SO4_prcnt_change_er;SO4_ugm3_Reference_avg;SO4_ugm3_Reference_sd;SO4_ugm3_Lockdown_avg;SO4_ugm3_Lockdown_sd;OM_prcnt_change;OM_prcnt_change_er;OM_ugm3_Reference_avg;OM_ugm3_Reference_sd;OM_ugm3_Lockdown_avg;OM_ugm3_Lockdown_sd;PM1_prcnt_change;PM1_prcnt_change_er;PM1_ugm3_Reference_avg;PM1_ugm3_Reference_sd;PM1_ugm3_Lockdown_avg;PM1_ugm3_Lockdown_sd;BBOA_prcnt_change;BBOA_prcnt_change_er;BBOA_ugm3_Reference_avg;BBOA_ugm3_Reference_sd;BBOA_ugm3_Lockdown_avg;BBOA_ugm3_Lockdown_sd;HOA_prcnt_change;HOA_prcnt_change_er;HOA_ugm3_Reference_avg;HOA_ugm3_Reference_sd;HOA_ugm3_Lockdown_avg;HOA_ugm3_Lockdown_sd;OOA_prcnt_change;OOA_prcnt_change_er;OOA_ugm3_Reference_avg;OOA_ugm3_Reference_sd;OOA_ugm3_Lockdown_avg;OOA_ugm3_Lockdown_sd
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;LA;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-32.60;3.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Toronto;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-31.00;12.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Philadelphia;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-30.70;7.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Denver;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-29.20;7.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Atlanta;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-27.40;7.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Detroit;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-22.80;7.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Boston;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-22.80;3.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Washington D.C.;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-21.20;12.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Montreal;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-20.90;13.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;New York;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-20.00;1.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;New Orleans;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-19.60;4.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Las Vegas;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-18.40;16.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Houston;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-15.60;12.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Chicago;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-14.90;10.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Phoenix;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-14.80;12.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Austin;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-14.50;3.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Dallas;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-11.90;6.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Miami;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-11.00;3.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;;Minneapolis;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-9.20;3.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-15;2020-04-30;Goldberg, Daniel L.;10.1029/2020GL089269;USA;other;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Satellites;54.7;-21.60;4.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-28;2020-02-02;Griffith, Stephen Miles;10.1016/j.scitotenv.2020.140214;;Cape Fuguei;Taiwan;East Asia;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Satellites;21.29;;;;;;;;;;;;;;;;;;;-50.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-28;2020-02-02;Griffith, Stephen Miles;10.1016/j.scitotenv.2020.140214;central-north China;other;China;East Asia;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Satellites;72.38;-24.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-23;2020-03-01;He, Guojun;10.1038/s41893-020-0581-y;1605 stations;other;China;East Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;80.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-30.00;10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-26;2020-02-17;Huang, Xin;10.1093/nsr/nwaa137;East China;other;China;East Asia;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;74.74;-65.00;5.00;;;;;;;;;;;;;;;;;-60.00;40.00;;;;;;;;;;;-100.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-04-30;Jain, Suresh;10.4209/aaqr.2020.04.0171;;Delhi;India;South Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;49.72;-50.00;;39.00;;19.00;;;;;;;;-29.00;;0.90;;0.65;;-41.00;;66.00;;39.00;;-52.00;;;;;;7.00;;34.00;;38.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-04-30;Jain, Suresh;10.4209/aaqr.2020.04.0171;;Mumbai;India;South Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;49.72;-75.00;;32.00;;8.00;;;;;;;;-46.00;;0.80;;0.40;;-33.00;;38.00;;23.00;;-47.00;;;;;;8.00;;32.00;;35.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-04-30;Jain, Suresh;10.4209/aaqr.2020.04.0171;;Chennai;India;South Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;49.72;-32.00;;10.00;;8.00;;;;;;;;-25.00;;0.75;;0.55;;-14.00;;29.00;;25.00;;;;;;;;3.00;;42.00;;43.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-04-30;Jain, Suresh;10.4209/aaqr.2020.04.0171;;Bangalore;India;South Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;49.72;-60.00;;25.00;;10.00;;;;;;;;-16.00;;0.90;;0.75;;-22.00;;32.00;;28.00;;-34.00;;;;;;-11.00;;45.00;;40.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-04-30;Jain, Suresh;10.4209/aaqr.2020.04.0171;;Kolkata;India;South Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;49.72;-60.00;;35.00;;14.00;;;;;;;;-29.00;;0.75;;0.50;;-23.00;;58.00;;48.00;;-34.00;;;;;;17.00;;52.00;;60.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-05-06;Jia, Chunrong;10.3390/atmos11060630;;Memphis;USA;North America;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;49.72;;;16.50;9.40;16.50;9.40;;;;;;;;;;;;;;;7.43;2.70;7.50;2.60;;;;;;;;;88.20;17.60;89.00;16.80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-18;2020-04-30;Kanniah, Kasturi Devi;10.1016/j.scitotenv.2020.139658;;urban;Malaysia;Southeast Asia;Direct Comparison to a Reference Period;both;73.15;-63.00;3.00;22.56;;23.00;;;;;;;;-27.00;5.00;0.80;;0.57;;-27.00;7.00;22.00;;15.00;;-28.00;5.00;;;;;;;44.00;;48.00;;-15.00;5.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-19;2020-04-14;Kerimray, Aiymgul;10.1016/j.scitotenv.2020.139179;;Almaty;Kazakhstan;Central Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;85.58;-35.00;;37.00;13.00;24.00;12.00;;;;;;;-49.00;;0.67;0.26;0.34;0.16;-21.00;;44.00;13.00;31.00;10.00;;;;;;;-15.00;;30.00;19.00;34.00;19.00;;;;;;;;;;;;;-200.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-04-15;Kumari, Pratima;10.1080/09603123.2020.1778646;;Delhi;India;South Asia;Direct Comparison to a Reference Period;both;100.0;-60.00;;53.50;;21.35;;;;;;;;;;;;;;-49.00;;76.30;;38.50;;-55.00;;;;;;37.00;;37.43;;51.42;;-19.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-25;2020-04-15;Kumari, Pratima;10.1080/09603123.2020.1778646;;Mumbai;India;South Asia;Direct Comparison to a Reference Period;both;100.0;-78.00;;51.09;;11.17;;;;;;;;;;;;;;-37.00;;28.83;;18.06;;-44.00;;;;;;20.00;;26.18;;31.59;;-39.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-23;2020-02-13;Le, Tianhao;10.1126/science.abb7431;;Wuhan;China;East Asia;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;both;70.66;-93.00;;48.00;;20.00;;;;;;;;;;;;;;-26.00;5.00;85.00;;48.00;;;;;;;;-25.00;;40.00;;52.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-23;2020-02-13;Le, Tianhao;10.1126/science.abb7431;Eastern China;other;China;East Asia;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;both;70.66;-71.90;;40.00;;30.00;;;;;;;;;;;;;;;;55.00;;85.00;;;;;;;;25.00;;40.00;;50.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-24;2020-02-25;Li, L.;10.1016/j.scitotenv.2020.139282;Yangtze River Delta (41 cities);other;China;East Asia;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;73.36;;;;;;;-38.00;9.00;;;;;;;;;;;-37.00;10.00;;;;;;;;;;;;;;;;;-21.00;5.00;;;;;;;;;;;-47.00;10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-23;2020-02-04;Li, Zheng;10.4209/aaqr.2020.06.0321;Yangtze River Delta;other;China;East Asia;Accounting for Effects of Meteorology, Atmospheric Chemistry, and Long-term Trends;Ground-based;66.63;;;40.00;18.30;19.50;6.30;-51.00;;;;;;;;1.50;0.50;1.10;0.40;-32.00;;142.40;48.90;96.70;48.80;;;;;;;41.00;;40.50;24.20;68.50;21.60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-24;2020-02-23;Lian, Xinbo;10.1016/j.scitotenv.2020.140556;;Wuhan;China;East Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;73.04;-53.30;;45.00;;20.00;;;;;;;;-22.70;;;;;;-36.90;;65.00;;40.00;;;;;;;;16.60;;35.00;;77.00;;-3.90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-47.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-25;2020-02-13;Liu, Fei;10.1126/sciadv.abc2992;China;other;China;East Asia;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Satellites;73.24;-48.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-09;2020-04-29;Ma, Chang-Jin;10.3390/ijerph17114119;;Wuhan;China;East Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;63.45;-53.20;;83.28;;38.92;;;;;;;;;;;;;;-29.90;;60.20;;42.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-09;2020-04-29;Ma, Chang-Jin;10.3390/ijerph17114119;;Daegu;South Korea;East Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;44.17;-19.00;;45.12;;36.47;;;;;;;;;;;;;;-20.90;;25.50;;20.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-01-09;2020-04-29;Ma, Chang-Jin;10.3390/ijerph17114119;;Tokyo;Japan;East Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;29.44;-10.40;;29.70;;26.70;;;;;;;;;;;;;;-3.60;;10.10;;9.80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-24;2020-04-14;Mahato, S.;10.1016/j.scitotenv.2020.139086;;Delhi;India;South Asia;Direct Comparison to a Reference Period;Ground-based;99.39;-52.68;;34.60;23.10;14.80;7.20;;;;;;;-30.35;;1.10;0.80;0.70;0.50;-53.11;;73.30;22.90;38.90;17.30;-51.84;;;;;;0.78;;42.00;18.70;46.70;22.90;-17.97;;;;;;-12.33;;;;;;;;;;;;;;;;;;;;;;;;-61.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-26;2020-04-26;Masum, M. H.;10.22034/GJESM.2019.06.SI.08;;Chittagong;Bangladesh;South Asia;Direct Comparison to a Reference Period: Meteorology discussed, not quantified;Ground-based;89.96;-13.00;;;;2.00;;;;;;;;;;;;0.20;;-40.00;;;;25.00;;-32.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-26.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Urban;other;Austria;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;54.84;-37.10;;;;;;;;;;;;;;;;;;-10.30;;;;;;;;;;;;6.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Urban;other;Belgium;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;49.22;-34.80;;;;;;;;;;;;;;;;;;-13.40;;;;;;;;;;;;17.60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Urban;other;Bosnia Hzgv;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;49.22;-43.20;;;;;;;;;;;;;;;;;;-5.80;;;;;;;;;;;;-1.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020-03-01;2020-03-31;Menut, L.;10.1016/j.scitotenv.2020.140426;Urban;other;Bulgaria;Europe;Air Quality Modeling and Emission Inventories Constrained by Observed Changes;Ground-based;48.81;-38.50;;;;;;;;;;;;;;;;;;-5.30;;;;;;;;;;;;-2.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
